"Station.ID" "Date" "dem" "x" "y" "WS" "temp" "HMIX" "PREC" "EMI" "PM10" "time" "logPM10"
"3547" 19 2006-02-25 374.9 368.18 4971.65 0.5 276.47 608.97 8.18 24.12 18 148 2.89037175789616
"3548" 20 2006-02-25 243.6 393.64 4986.79 0.83 276.31 551.38 9.48 123.96 27 148 3.29583686600433
"3549" 21 2006-02-25 243.6 396.04 4992.42 1.05 276.64 577.12 11.3 123.78 26 148 3.25809653802148
"3550" 22 2006-02-25 118.5 489 4971.8 1.05 276.26 356.39 0 23.75 26 148 3.25809653802148
"3551" 23 2006-02-25 131 454.26 5019.81 1.16 276.96 220.62 9.43 20.27 21 148 3.04452243772342
"3552" 24 2006-02-25 201.4 466.4 5086.6 1.05 276.5 224.51 5.63 17.21 14 148 2.63905732961526
"3553" 1 2006-02-26 95.2 469.45 4972.85 1.23 276.65 832.29 0 19.84 42 149 3.73766961828337
"3554" 2 2006-02-26 164.1 423.48 4950.69 0.7 277.58 807.37 0 13.86 35 149 3.55534806148941
"3555" 3 2006-02-26 242.9 490.71 4948.86 0.67 276.96 882.53 0 7.8 28 149 3.3322045101752
"3556" 4 2006-02-26 149.9 437.36 4973.34 1.01 277.15 823.27 0 27.12 40 149 3.68887945411394
"3557" 5 2006-02-26 405 426.44 5045.66 0.48 277.33 966 0 28.94 29 149 3.36729582998647
"3558" 6 2006-02-26 257.5 394.6 5001.18 1.14 278.19 801.67 0 20.89 49 149 3.89182029811063
"3559" 7 2006-02-26 313.2 457.96 5061.46 0.96 276.61 667.03 0 17.99 31 149 3.43398720448515
"3560" 8 2006-02-26 345.2 444.29 5062.64 0.98 276.45 549.15 1.76 14.16 28 149 3.3322045101752
"3561" 9 2006-02-26 331 376.96 4993.48 0.66 276.53 741.2 0 14.8 42 149 3.73766961828337
"3562" 10 2006-02-26 280.4 416.65 4985.65 0.85 277.7 737.34 0 9.41 37 149 3.61091791264422
"3563" 11 2006-02-26 238.8 399.22 4967.87 0.59 276.25 689.05 0 12.28 55 149 4.00733318523247
"3564" 12 2006-02-26 118.3 456.49 4998.42 0.71 276.92 714.51 0 18.72 23 149 3.13549421592915
"3565" 13 2006-02-26 124.7 483.36 5028.7 0.82 276.63 510.07 0 4.95 14 149 2.63905732961526
"3566" 14 2006-02-26 551.6 383.63 4915.52 0.93 274.84 640.67 0 21.89 27 149 3.29583686600433
"3567" 15 2006-02-26 271.7 436.69 5046.69 0.63 277.01 774.87 0 21.47 30 149 3.40119738166216
"3568" 16 2006-02-26 337 386.95 5003.68 0.76 277.64 800.5 0 5.81 34 149 3.52636052461616
"3569" 17 2006-02-26 154 470.41 5031.91 0.85 276.52 416.44 0 22.21 24 149 3.17805383034795
"3570" 18 2006-02-26 201.7 483.16 4956.77 0.85 276.93 843.52 0 9.56 29 149 3.36729582998647
"3571" 19 2006-02-26 374.9 368.18 4971.65 0.62 276.89 700.58 0 21.75 35 149 3.55534806148941
"3572" 20 2006-02-26 243.6 393.64 4986.79 0.57 277.24 721.13 0 99.87 64 149 4.15888308335967
"3573" 21 2006-02-26 243.6 396.04 4992.42 0.7 277.92 789.8 0 103.75 56 149 4.02535169073515
"3574" 22 2006-02-26 118.5 489 4971.8 0.8 276.91 819.35 0 18.36 43 149 3.76120011569356
"3575" 23 2006-02-26 131 454.26 5019.81 0.68 276.52 466.8 0 17.17 29 149 3.36729582998647
"3576" 24 2006-02-26 201.4 466.4 5086.6 0.9 278.29 649.44 0 13.89 26 149 3.25809653802148
"3577" 1 2006-02-27 95.2 469.45 4972.85 1.71 276.15 784.46 0 32.14 59 150 4.07753744390572
"3578" 2 2006-02-27 164.1 423.48 4950.69 1.02 277.24 678.93 0 16.78 54 150 3.98898404656427
"3579" 3 2006-02-27 242.9 490.71 4948.86 0.8 276.21 850.11 0 9.6 52 150 3.95124371858143
"3580" 4 2006-02-27 149.9 437.36 4973.34 1.47 276.46 877 0 31.99 56 150 4.02535169073515
"3581" 5 2006-02-27 405 426.44 5045.66 0.72 276.85 1138 0 33.96 69 150 4.23410650459726
"3582" 6 2006-02-27 257.5 394.6 5001.18 1.37 277.18 927.8 0 36.19 48 150 3.87120101090789
"3583" 7 2006-02-27 313.2 457.96 5061.46 1.02 276.92 1307.4 0 23.74 53 150 3.97029191355212
"3584" 8 2006-02-27 345.2 444.29 5062.64 0.96 276.15 1223.4 0 16.92 53 150 3.97029191355212
"3585" 9 2006-02-27 331 376.96 4993.48 0.94 276.04 916.68 0 21.19 66 150 4.18965474202643
"3586" 10 2006-02-27 280.4 416.65 4985.65 1.42 277.38 993.61 0 10.41 42 150 3.73766961828337
"3587" 11 2006-02-27 238.8 399.22 4967.87 1 276.87 855.06 0 14.18 86 150 4.45434729625351
"3588" 12 2006-02-27 118.3 456.49 4998.42 1.24 277.14 749.76 0 22.94 62 150 4.12713438504509
"3589" 13 2006-02-27 124.7 483.36 5028.7 1.22 277.94 728.91 0 8.05 59 150 4.07753744390572
"3590" 14 2006-02-27 551.6 383.63 4915.52 1.09 275.16 688.23 0 25.56 57 150 4.04305126783455
"3591" 15 2006-02-27 271.7 436.69 5046.69 0.81 276.74 1121.1 0 23.9 52 150 3.95124371858143
"3592" 16 2006-02-27 337 386.95 5003.68 0.95 276.58 900.86 0 9.08 51 150 3.93182563272433
"3593" 17 2006-02-27 154 470.41 5031.91 1.35 277.49 495.43 0 27.14 65 150 4.17438726989564
"3594" 18 2006-02-27 201.7 483.16 4956.77 1.06 276.38 803.82 0 13.16 54 150 3.98898404656427
"3595" 19 2006-02-27 374.9 368.18 4971.65 0.89 277.14 746.96 0 25.2 65 150 4.17438726989564
"3596" 20 2006-02-27 243.6 393.64 4986.79 0.79 276.98 913.05 0 137.27 NA 150 NA
"3597" 21 2006-02-27 243.6 396.04 4992.42 0.86 277.3 979.97 0 132.83 78 150 4.35670882668959
"3598" 22 2006-02-27 118.5 489 4971.8 1.31 276.56 798.88 0 27.78 70 150 4.24849524204936
"3599" 23 2006-02-27 131 454.26 5019.81 1.1 277.04 424.12 0 21.83 81 150 4.39444915467244
"3600" 24 2006-02-27 201.4 466.4 5086.6 1.36 277.38 726.67 0 19.8 38 150 3.63758615972639
"3601" 1 2006-02-28 95.2 469.45 4972.85 1.1 274.6 733.84 0 32.11 65 151 4.17438726989564
"3602" 2 2006-02-28 164.1 423.48 4950.69 1.01 275.09 677.46 0 16.7 56 151 4.02535169073515
"3603" 3 2006-02-28 242.9 490.71 4948.86 0.79 274.09 841.96 0 9.6 62 151 4.12713438504509
"3604" 4 2006-02-28 149.9 437.36 4973.34 1.1 275.24 775.15 0 32.09 53 151 3.97029191355212
"3605" 5 2006-02-28 405 426.44 5045.66 0.76 274.88 1008.1 0 33.81 64 151 4.15888308335967
"3606" 6 2006-02-28 257.5 394.6 5001.18 1.53 275.61 744.17 0 36.24 52 151 3.95124371858143
"3607" 7 2006-02-28 313.2 457.96 5061.46 1.05 275.15 1112.4 0 23.66 42 151 3.73766961828337
"3608" 8 2006-02-28 345.2 444.29 5062.64 1.01 274.15 1020 0 16.86 48 151 3.87120101090789
"3609" 9 2006-02-28 331 376.96 4993.48 0.88 275.03 516.61 0 21.3 54 151 3.98898404656427
"3610" 10 2006-02-28 280.4 416.65 4985.65 1.14 275.66 846.3 0 10.39 42 151 3.73766961828337
"3611" 11 2006-02-28 238.8 399.22 4967.87 1.05 275.71 716.87 0 14.22 73 151 4.29045944114839
"3612" 12 2006-02-28 118.3 456.49 4998.42 1.14 275.45 727.69 0 22.82 54 151 3.98898404656427
"3613" 13 2006-02-28 124.7 483.36 5028.7 1.45 276.16 739.85 0 8.03 35 151 3.55534806148941
"3614" 14 2006-02-28 551.6 383.63 4915.52 0.92 273.52 404.31 0 25.46 58 151 4.06044301054642
"3615" 15 2006-02-28 271.7 436.69 5046.69 0.93 275.17 978.3 0 23.81 44 151 3.78418963391826
"3616" 16 2006-02-28 337 386.95 5003.68 1.01 275.17 712.21 0 9.05 55 151 4.00733318523247
"3617" 17 2006-02-28 154 470.41 5031.91 1.57 275.94 551.06 0 27.04 38 151 3.63758615972639
"3618" 18 2006-02-28 201.7 483.16 4956.77 0.82 274.43 766.48 0 13.11 57 151 4.04305126783455
"3619" 19 2006-02-28 374.9 368.18 4971.65 0.65 274.64 565.65 0 25.17 63 151 4.14313472639153
"3620" 20 2006-02-28 243.6 393.64 4986.79 0.87 275.4 755.02 0 136.51 58 151 4.06044301054642
"3621" 21 2006-02-28 243.6 396.04 4992.42 1.16 275.57 839.8 0 132.02 67 151 4.20469261939097
"3622" 22 2006-02-28 118.5 489 4971.8 0.62 274.63 753.34 0 27.77 79 151 4.36944785246702
"3623" 23 2006-02-28 131 454.26 5019.81 1.31 276.08 518.26 0 21.74 45 151 3.80666248977032
"3624" 24 2006-02-28 201.4 466.4 5086.6 1.79 275.56 680.61 0 19.71 32 151 3.46573590279973
"3625" 1 2006-03-01 95.2 469.45 4972.85 0.97 274.07 675.11 0 32.75 75 152 4.31748811353631
"3626" 2 2006-03-01 164.1 423.48 4950.69 0.82 275.99 877.53 0 17.1 59 152 4.07753744390572
"3627" 3 2006-03-01 242.9 490.71 4948.86 0.73 275 1162 0 8.51 80 152 4.38202663467388
"3628" 4 2006-03-01 149.9 437.36 4973.34 0.88 274.28 727.99 0 31.54 76 152 4.33073334028633
"3629" 5 2006-03-01 405 426.44 5045.66 0.61 274.58 1448.4 0 32.25 69 152 4.23410650459726
"3630" 6 2006-03-01 257.5 394.6 5001.18 1.11 274.28 856.43 0 38.14 92 152 4.52178857704904
"3631" 7 2006-03-01 313.2 457.96 5061.46 1.04 274.18 1285.6 0 21.99 60 152 4.0943445622221
"3632" 8 2006-03-01 345.2 444.29 5062.64 1.08 273.78 1480 0 14.52 61 152 4.11087386417331
"3633" 9 2006-03-01 331 376.96 4993.48 1.07 274.63 817.1 0 20.08 65 152 4.17438726989564
"3634" 10 2006-03-01 280.4 416.65 4985.65 1.2 275.11 826.81 0 8.4 68 152 4.21950770517611
"3635" 11 2006-03-01 238.8 399.22 4967.87 0.61 274.14 669.51 0 14.25 99 152 4.59511985013459
"3636" 12 2006-03-01 118.3 456.49 4998.42 0.98 275.3 757.43 0 23.85 77 152 4.34380542185368
"3637" 13 2006-03-01 124.7 483.36 5028.7 0.94 275.66 942.58 0 8.79 33 152 3.49650756146648
"3638" 14 2006-03-01 551.6 383.63 4915.52 1.47 274.23 854.83 0 24.47 46 152 3.8286413964891
"3639" 15 2006-03-01 271.7 436.69 5046.69 0.77 273.76 1367.6 0 20.85 62 152 4.12713438504509
"3640" 16 2006-03-01 337 386.95 5003.68 0.87 273.78 882.83 0 8.74 56 152 4.02535169073515
"3641" 17 2006-03-01 154 470.41 5031.91 0.97 275.45 665 0 29.53 73 152 4.29045944114839
"3642" 18 2006-03-01 201.7 483.16 4956.77 0.95 274.41 805.26 0 13.33 70 152 4.24849524204936
"3643" 19 2006-03-01 374.9 368.18 4971.65 0.68 274.24 678.54 0 23.8 86 152 4.45434729625351
"3644" 20 2006-03-01 243.6 393.64 4986.79 0.72 274.53 800.75 0 150.08 90 152 4.49980967033027
"3645" 21 2006-03-01 243.6 396.04 4992.42 0.77 274.76 930.08 0 144.46 114 152 4.7361984483945
"3646" 22 2006-03-01 118.5 489 4971.8 0.75 274.37 694.94 0 28.63 92 152 4.52178857704904
"3647" 23 2006-03-01 131 454.26 5019.81 0.87 274.73 594.76 0 23.68 124 152 4.82028156560504
"3648" 24 2006-03-01 201.4 466.4 5086.6 0.99 274.44 737 0 19.58 41 152 3.71357206670431
"3649" 1 2006-03-02 95.2 469.45 4972.85 0.9 275.42 1065 0 33.14 105 153 4.65396035015752
"3650" 2 2006-03-02 164.1 423.48 4950.69 0.74 276.35 987.38 0 17.36 78 153 4.35670882668959
"3651" 3 2006-03-02 242.9 490.71 4948.86 0.68 275.21 1127.1 0 8.61 104 153 4.64439089914137
"3652" 4 2006-03-02 149.9 437.36 4973.34 0.93 275.65 1070.1 0 31.88 110 153 4.70048036579242
"3653" 5 2006-03-02 405 426.44 5045.66 0.87 274.4 1708.8 0 32.73 52 153 3.95124371858143
"3654" 6 2006-03-02 257.5 394.6 5001.18 1.01 275.25 1097.5 0 38.59 90 153 4.49980967033027
"3655" 7 2006-03-02 313.2 457.96 5061.46 1.21 274.45 1605.9 0 22.25 38 153 3.63758615972639
"3656" 8 2006-03-02 345.2 444.29 5062.64 1.21 274.03 1721.9 0 14.68 43 153 3.76120011569356
"3657" 9 2006-03-02 331 376.96 4993.48 0.87 274.61 1132.1 0 20.29 65 153 4.17438726989564
"3658" 10 2006-03-02 280.4 416.65 4985.65 1.13 276.09 1038.2 0 8.46 69 153 4.23410650459726
"3659" 11 2006-03-02 238.8 399.22 4967.87 0.45 275.26 922.78 0 14.43 119 153 4.77912349311153
"3660" 12 2006-03-02 118.3 456.49 4998.42 0.98 276.4 1102.6 0 24.23 80 153 4.38202663467388
"3661" 13 2006-03-02 124.7 483.36 5028.7 1.27 276.45 991.23 0 8.88 67 153 4.20469261939097
"3662" 14 2006-03-02 551.6 383.63 4915.52 1.24 273.61 744.85 0 24.81 58 153 4.06044301054642
"3663" 15 2006-03-02 271.7 436.69 5046.69 0.87 273.99 1569.9 0 21.12 44 153 3.78418963391826
"3664" 16 2006-03-02 337 386.95 5003.68 0.71 274.59 1119.5 0 8.83 61 153 4.11087386417331
"3665" 17 2006-03-02 154 470.41 5031.91 1.24 276.35 827.71 0 30.07 54 153 3.98898404656427
"3666" 18 2006-03-02 201.7 483.16 4956.77 0.8 275.26 1052.2 0 13.5 93 153 4.53259949315326
"3667" 19 2006-03-02 374.9 368.18 4971.65 0.78 275.71 957.45 0 24.1 78 153 4.35670882668959
"3668" 20 2006-03-02 243.6 393.64 4986.79 0.52 275.63 1027.2 0 152.66 79 153 4.36944785246702
"3669" 21 2006-03-02 243.6 396.04 4992.42 0.6 275.77 1138.4 0 147.07 89 153 4.48863636973214
"3670" 22 2006-03-02 118.5 489 4971.8 0.69 275.4 1027.5 0 29.01 112 153 4.71849887129509
"3671" 23 2006-03-02 131 454.26 5019.81 0.79 275.27 757.47 0 24.07 92 153 4.52178857704904
"3672" 24 2006-03-02 201.4 466.4 5086.6 1.2 274.69 855.78 0 19.85 20 153 2.99573227355399
"3673" 1 2006-03-03 95.2 469.45 4972.85 0.86 276.49 524.04 0 34.78 90 154 4.49980967033027
"3674" 2 2006-03-03 164.1 423.48 4950.69 0.78 276.51 438.82 0 18.49 76 154 4.33073334028633
"3675" 3 2006-03-03 242.9 490.71 4948.86 0.99 276.57 436.67 0 8.99 90 154 4.49980967033027
"3676" 4 2006-03-03 149.9 437.36 4973.34 1.07 276.48 678.8 0 33.83 65 154 4.17438726989564
"3677" 5 2006-03-03 405 426.44 5045.66 0.51 275.88 985.44 0 34.78 57 154 4.04305126783455
"3678" 6 2006-03-03 257.5 394.6 5001.18 1.13 276.93 808.09 0 40.5 NA 154 NA
"3679" 7 2006-03-03 313.2 457.96 5061.46 0.8 276.09 1058.7 0 23.38 37 154 3.61091791264422
"3680" 8 2006-03-03 345.2 444.29 5062.64 0.94 275.24 1001.1 0 15.38 38 154 3.63758615972639
"3681" 9 2006-03-03 331 376.96 4993.48 0.46 276 743.45 0 21.16 65 154 4.17438726989564
"3682" 10 2006-03-03 280.4 416.65 4985.65 1.51 277.13 793.25 0 8.72 52 154 3.95124371858143
"3683" 11 2006-03-03 238.8 399.22 4967.87 0.6 276.58 665.51 0 15.24 100 154 4.60517018598809
"3684" 12 2006-03-03 118.3 456.49 4998.42 1.23 277.15 716.26 0 25.89 47 154 3.85014760171006
"3685" 13 2006-03-03 124.7 483.36 5028.7 1.12 277.62 838.18 0 9.24 80 154 4.38202663467388
"3686" 14 2006-03-03 551.6 383.63 4915.52 0.95 274.15 439.56 0 26.26 89 154 4.48863636973214
"3687" 15 2006-03-03 271.7 436.69 5046.69 0.58 276.15 1010.5 0 22.28 48 154 3.87120101090789
"3688" 16 2006-03-03 337 386.95 5003.68 0.76 276.52 782.75 0 9.21 48 154 3.87120101090789
"3689" 17 2006-03-03 154 470.41 5031.91 1.36 277.28 711.84 0 32.29 38 154 3.63758615972639
"3690" 18 2006-03-03 201.7 483.16 4956.77 1.13 276.24 439.21 0 14.26 87 154 4.46590811865458
"3691" 19 2006-03-03 374.9 368.18 4971.65 0.69 276.46 686.92 0 25.47 83 154 4.4188406077966
"3692" 20 2006-03-03 243.6 393.64 4986.79 0.6 276.54 790.65 0 163.71 69 154 4.23410650459726
"3693" 21 2006-03-03 243.6 396.04 4992.42 0.77 276.77 852.9 0 158.24 79 154 4.36944785246702
"3694" 22 2006-03-03 118.5 489 4971.8 0.79 276.52 446.62 0 30.59 93 154 4.53259949315326
"3695" 23 2006-03-03 131 454.26 5019.81 1 276.57 646.32 0 25.73 63 154 4.14313472639153
"3696" 24 2006-03-03 201.4 466.4 5086.6 2.27 275.81 609.66 0 20.99 20 154 2.99573227355399
"3697" 1 2006-03-04 95.2 469.45 4972.85 1.37 279.17 390.23 0 26.36 88 155 4.47733681447821
"3698" 2 2006-03-04 164.1 423.48 4950.69 0.99 278.79 390.02 0 15.51 99 155 4.59511985013459
"3699" 3 2006-03-04 242.9 490.71 4948.86 2.61 280.38 609.7 0 7.45 66 155 4.18965474202643
"3700" 4 2006-03-04 149.9 437.36 4973.34 1.15 278.21 390.48 0 28.37 87 155 4.46590811865458
"3701" 5 2006-03-04 405 426.44 5045.66 0.49 278.68 767.92 0 29.57 59 155 4.07753744390572
"3702" 6 2006-03-04 257.5 394.6 5001.18 1.16 279.27 712.02 0 29.99 99 155 4.59511985013459
"3703" 7 2006-03-04 313.2 457.96 5061.46 0.98 278.86 732.45 0 19.02 35 155 3.55534806148941
"3704" 8 2006-03-04 345.2 444.29 5062.64 1.08 278.19 717.08 0 13.09 47 155 3.85014760171006
"3705" 9 2006-03-04 331 376.96 4993.48 0.91 278.39 686.5 0 16.57 90 155 4.49980967033027
"3706" 10 2006-03-04 280.4 416.65 4985.65 1 278.93 409.7 0 7.87 65 155 4.17438726989564
"3707" 11 2006-03-04 238.8 399.22 4967.87 0.56 277.67 432.95 0 13.13 130 155 4.86753445045558
"3708" 12 2006-03-04 118.3 456.49 4998.42 1.1 279.53 464.65 0 21.6 69 155 4.23410650459726
"3709" 13 2006-03-04 124.7 483.36 5028.7 0.83 280.47 338.78 0 7.05 78 155 4.35670882668959
"3710" 14 2006-03-04 551.6 383.63 4915.52 0.87 275.91 451.23 0 22.5 114 155 4.7361984483945
"3711" 15 2006-03-04 271.7 436.69 5046.69 0.59 278.33 584.2 0 19.54 53 155 3.97029191355212
"3712" 16 2006-03-04 337 386.95 5003.68 0.94 278.8 717.3 0 7.07 61 155 4.11087386417331
"3713" 17 2006-03-04 154 470.41 5031.91 1.11 279.83 299.86 0 26.76 63 155 4.14313472639153
"3714" 18 2006-03-04 201.7 483.16 4956.77 2.46 279.89 417.17 0 11.45 62 155 4.12713438504509
"3715" 19 2006-03-04 374.9 368.18 4971.65 0.74 278.58 632.24 0 21.8 106 155 4.66343909411207
"3716" 20 2006-03-04 243.6 393.64 4986.79 0.62 278.67 643.56 0 130.23 97 155 4.57471097850338
"3717" 21 2006-03-04 243.6 396.04 4992.42 0.76 279.2 694.41 0 128.82 101 155 4.61512051684126
"3718" 22 2006-03-04 118.5 489 4971.8 2.09 280.15 418.13 0 23.69 91 155 4.51085950651685
"3719" 23 2006-03-04 131 454.26 5019.81 0.88 278.87 390.05 0 21.15 76 155 4.33073334028633
"3720" 24 2006-03-04 201.4 466.4 5086.6 2.11 277.78 493.81 0 16.34 26 155 3.25809653802148
"3721" 1 2006-03-05 95.2 469.45 4972.85 2.53 281.87 784.41 1.46 19.28 75 156 4.31748811353631
"3722" 2 2006-03-05 164.1 423.48 4950.69 1.75 281.32 562.55 0 13.36 73 156 4.29045944114839
"3723" 3 2006-03-05 242.9 490.71 4948.86 2.39 282.12 626.58 9.27 6.41 37 156 3.61091791264422
"3724" 4 2006-03-05 149.9 437.36 4973.34 2.25 281.94 847.36 0 25.07 52 156 3.95124371858143
"3725" 5 2006-03-05 405 426.44 5045.66 1.28 280.88 835.85 0 25.76 29 156 3.36729582998647
"3726" 6 2006-03-05 257.5 394.6 5001.18 1.11 281.24 573.06 0 21.33 64 156 4.15888308335967
"3727" 7 2006-03-05 313.2 457.96 5061.46 2.47 280.9 1034.1 2.06 15.44 16 156 2.77258872223978
"3728" 8 2006-03-05 345.2 444.29 5062.64 1.88 280.28 752.22 1.09 11.26 26 156 3.25809653802148
"3729" 9 2006-03-05 331 376.96 4993.48 2.26 279.88 722.84 0 13 58 156 4.06044301054642
"3730" 10 2006-03-05 280.4 416.65 4985.65 1.83 281.7 513.58 0 7.21 40 156 3.68887945411394
"3731" 11 2006-03-05 238.8 399.22 4967.87 1.32 280.57 489.98 0 11.75 84 156 4.43081679884331
"3732" 12 2006-03-05 118.3 456.49 4998.42 2.32 282.13 810.72 0 18.45 40 156 3.68887945411394
"3733" 13 2006-03-05 124.7 483.36 5028.7 2.94 282.29 700.62 4.55 5.44 33 156 3.49650756146648
"3734" 14 2006-03-05 551.6 383.63 4915.52 0.76 278.94 385.66 0 19.76 76 156 4.33073334028633
"3735" 15 2006-03-05 271.7 436.69 5046.69 1.51 280.92 1093.2 0 17.6 29 156 3.36729582998647
"3736" 16 2006-03-05 337 386.95 5003.68 0.91 280.6 565.8 0 5.2 43 156 3.76120011569356
"3737" 17 2006-03-05 154 470.41 5031.91 3.39 281.85 584.68 4.36 22.99 20 156 2.99573227355399
"3738" 18 2006-03-05 201.7 483.16 4956.77 2.68 282.31 642.68 6.19 9.18 37 156 3.61091791264422
"3739" 19 2006-03-05 374.9 368.18 4971.65 1.06 280.83 505.15 0 19.22 65 156 4.17438726989564
"3740" 20 2006-03-05 243.6 393.64 4986.79 0.76 281.1 562.25 0 104.61 65 156 4.17438726989564
"3741" 21 2006-03-05 243.6 396.04 4992.42 0.82 281.46 612.75 0 107.24 77 156 4.34380542185368
"3742" 22 2006-03-05 118.5 489 4971.8 2.42 282.46 747.94 8.03 18.08 68 156 4.21950770517611
"3743" 23 2006-03-05 131 454.26 5019.81 2.12 281.96 496.93 2.46 17.82 39 156 3.66356164612965
"3744" 24 2006-03-05 201.4 466.4 5086.6 2.8 280.29 778.84 3.21 12.87 15 156 2.70805020110221
"3745" 1 2006-03-06 95.2 469.45 4972.85 3.09 278.77 1403.2 0 31.89 26 157 3.25809653802148
"3746" 2 2006-03-06 164.1 423.48 4950.69 1.35 278.36 1094 0 16.5 22 157 3.09104245335832
"3747" 3 2006-03-06 242.9 490.71 4948.86 2.47 278.14 1422.4 0 8.31 30 157 3.40119738166216
"3748" 4 2006-03-06 149.9 437.36 4973.34 2.71 279.13 1430.3 0 30.32 17 157 2.83321334405622
"3749" 5 2006-03-06 405 426.44 5045.66 1.07 277.47 1790.2 0 31.17 20 157 2.99573227355399
"3750" 6 2006-03-06 257.5 394.6 5001.18 1.91 278.7 1594 0 37.03 27 157 3.29583686600433
"3751" 7 2006-03-06 313.2 457.96 5061.46 2.29 277.75 1830.5 0 21.4 16 157 2.77258872223978
"3752" 8 2006-03-06 345.2 444.29 5062.64 1.58 277.09 1805.6 0 14.15 16 157 2.77258872223978
"3753" 9 2006-03-06 331 376.96 4993.48 2.21 277.95 1417.9 0 19.57 19 157 2.94443897916644
"3754" 10 2006-03-06 280.4 416.65 4985.65 1.84 279.15 1456.3 0 8.25 14 157 2.63905732961526
"3755" 11 2006-03-06 238.8 399.22 4967.87 1.41 278.51 1231.7 0 13.8 30 157 3.40119738166216
"3756" 12 2006-03-06 118.3 456.49 4998.42 2.48 278.77 1290.5 0 22.97 21 157 3.04452243772342
"3757" 13 2006-03-06 124.7 483.36 5028.7 2.57 279.36 1074.7 0 8.6 8 157 2.07944154167984
"3758" 14 2006-03-06 551.6 383.63 4915.52 1 276.33 1082.9 0 23.71 23 157 3.13549421592915
"3759" 15 2006-03-06 271.7 436.69 5046.69 1.18 277.13 1545.7 0 20.24 22 157 3.09104245335832
"3760" 16 2006-03-06 337 386.95 5003.68 1.37 278.09 1531.4 0 8.54 9 157 2.19722457733622
"3761" 17 2006-03-06 154 470.41 5031.91 2.41 279.05 844.31 0 28.36 9 157 2.19722457733622
"3762" 18 2006-03-06 201.7 483.16 4956.77 3.03 278.61 1397.5 0 12.92 17 157 2.83321334405622
"3763" 19 2006-03-06 374.9 368.18 4971.65 1.52 278.4 1256.2 0 22.97 16 157 2.77258872223978
"3764" 20 2006-03-06 243.6 393.64 4986.79 1.08 278.85 1546.8 0 144.07 24 157 3.17805383034795
"3765" 21 2006-03-06 243.6 396.04 4992.42 1.25 278.99 1739.9 0 138.4 25 157 3.2188758248682
"3766" 22 2006-03-06 118.5 489 4971.8 2.64 279.09 1423.4 0 27.8 30 157 3.40119738166216
"3767" 23 2006-03-06 131 454.26 5019.81 2.02 278.02 784.97 0 22.8 26 157 3.25809653802148
"3768" 24 2006-03-06 201.4 466.4 5086.6 2.3 277.78 1088.7 0 18.98 8 157 2.07944154167984
"3769" 1 2006-03-07 95.2 469.45 4972.85 1.93 276.69 1533.3 0 31.86 43 158 3.76120011569356
"3770" 2 2006-03-07 164.1 423.48 4950.69 1.2 278.14 1236.9 0 16.42 27 158 3.29583686600433
"3771" 3 2006-03-07 242.9 490.71 4948.86 1.39 276.62 1561.2 0 8.3 48 158 3.87120101090789
"3772" 4 2006-03-07 149.9 437.36 4973.34 1.57 277.25 1449.9 0 30.43 34 158 3.52636052461616
"3773" 5 2006-03-07 405 426.44 5045.66 1.12 277.34 1832.1 0 31.01 29 158 3.36729582998647
"3774" 6 2006-03-07 257.5 394.6 5001.18 1.34 278.11 1722.9 0 37.09 NA 158 NA
"3775" 7 2006-03-07 313.2 457.96 5061.46 2.37 276.85 1822.6 0 21.32 19 158 2.94443897916644
"3776" 8 2006-03-07 345.2 444.29 5062.64 1.97 276.61 1851.9 0 14.09 24 158 3.17805383034795
"3777" 9 2006-03-07 331 376.96 4993.48 2.03 278.9 1723.4 0 19.69 25 158 3.2188758248682
"3778" 10 2006-03-07 280.4 416.65 4985.65 2.06 278.85 1584.5 0 8.24 16 158 2.77258872223978
"3779" 11 2006-03-07 238.8 399.22 4967.87 0.92 277.34 1383.7 0 13.85 56 158 4.02535169073515
"3780" 12 2006-03-07 118.3 456.49 4998.42 1.9 278.91 1417.7 0 22.84 23 158 3.13549421592915
"3781" 13 2006-03-07 124.7 483.36 5028.7 2.94 278.88 1169.8 0 8.57 18 158 2.89037175789616
"3782" 14 2006-03-07 551.6 383.63 4915.52 1.72 275.31 1328.9 0 23.6 22 158 3.09104245335832
"3783" 15 2006-03-07 271.7 436.69 5046.69 1.31 276.34 1766.8 0 20.15 16 158 2.77258872223978
"3784" 16 2006-03-07 337 386.95 5003.68 1.08 277.59 1749.2 0 8.51 19 158 2.94443897916644
"3785" 17 2006-03-07 154 470.41 5031.91 2.85 278.54 941.69 0 28.25 9 158 2.19722457733622
"3786" 18 2006-03-07 201.7 483.16 4956.77 1.72 276.64 1531.3 0 12.87 15 158 2.70805020110221
"3787" 19 2006-03-07 374.9 368.18 4971.65 1.62 279.18 1506.4 0 22.94 23 158 3.13549421592915
"3788" 20 2006-03-07 243.6 393.64 4986.79 0.82 278.24 1643.5 0 143.24 26 158 3.25809653802148
"3789" 21 2006-03-07 243.6 396.04 4992.42 0.86 278.58 1826.8 0 137.51 34 158 3.52636052461616
"3790" 22 2006-03-07 118.5 489 4971.8 1.6 276.93 1652.7 0 27.78 41 158 3.71357206670431
"3791" 23 2006-03-07 131 454.26 5019.81 1.76 277.33 921.29 0 22.71 34 158 3.52636052461616
